trial_num,direction,cue,response,rt,threshold,imagery_score,nystagmus,vel_post,vel_pre,source,id,direction_num,cue_num,imagery,participant,correct,logrt
30,R,L,1,10.669,1.2,1,NA,NA,NA,G051N13,7,-1,1,incongruent,51,0,2.367342340209324
31,L,L,1,14.021,-1.5,2,2.52,3.48,3.36,G051N13,7,1,1,congruent,51,1,2.6405562057389944
32,R,L,0,13.989,1.5,1,5.46,-3.48,-3.56,G051N13,7,-1,1,incongruent,51,1,2.6382713064942935
33,L,N,1,11.357,-1.2,NA,4.032,1.9,1.6,G051N13,7,1,0,neutral,51,1,2.4298342939095092
34,L,N,1,20.113,-2.1,NA,3.416,1.82,5.15,G051N13,7,1,0,neutral,51,1,3.0013663721710837
35,R,L,0,11.904,1.2,1,6.832,-1.67,-0.847,G051N13,7,-1,1,incongruent,51,1,2.476874478090736
36,R,N,0,12.833,1.5,NA,7.252,-2.18,-3.35,G051N13,7,-1,0,neutral,51,1,2.552019978262324
37,L,L,1,8.662,-0.9,3,3.584,2.55,2.17,G051N13,7,1,1,congruent,51,1,2.158945642792435
38,L,R,1,14.895,-1.5,1,NA,1.82,1.6,G051N13,7,1,-1,incongruent,51,1,2.7010255861652457
39,R,L,0,16.513,1.8,2,7.056,-0.695,-5.08,G051N13,7,-1,1,incongruent,51,1,2.804147949480851
40,L,N,1,20.472,-2.1,NA,5.656,1.46,7.24,G051N13,7,1,0,neutral,51,1,3.0190580988574878
41,R,L,0,8.177,0.9,1,6.216,-1.17,-0.389,G051N13,7,-1,1,incongruent,51,1,2.10132533517984
42,R,L,0,16.465,1.8,2,7.196,-1.49,-4.41,G051N13,7,-1,1,incongruent,51,1,2.8012369158283277
43,R,R,0,12.333,1.5,2,7.392,-2.03,-2.36,G051N13,7,-1,-1,congruent,51,1,2.512278596583851
44,R,R,0,16.246,1.8,2,9.94,-2.14,-5.47,G051N13,7,-1,-1,congruent,51,1,2.787846724628762
45,L,R,1,31.269,-3.3,3,8.008,1.63,16.4,G051N13,7,1,-1,incongruent,51,1,3.442627191425295
46,L,R,1,11.231,-1.2,1,5.572,0.819,0.631,G051N13,7,1,-1,incongruent,51,1,2.418677811980899
47,L,L,1,10.279,-1.2,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.330102979030785
48,R,N,0,21.168,2.4,NA,6.384,-0.016,-8.77,G051N13,7,-1,0,neutral,51,1,3.0524906073726
49,R,R,0,16.215,1.8,1,5.768,-0.351,-4.67,G051N13,7,-1,-1,congruent,51,1,2.7859367397592814
0,R,N,0,20.302,2.1,NA,3.872,-2.8,-9.14,G062N13,8,-1,0,neutral,62,1,3.0107194033622395
1,R,L,0,14.647,1.5,2,4.16,-2.21,-3.01,G062N13,8,-1,1,incongruent,62,1,2.6842355363361703
2,L,L,1,5.998,-0.6,2,5.44,0.638,-1.1,G062N13,8,1,1,congruent,62,1,1.7914260803268174
3,R,R,1,2.406,0.3,2,NA,NA,NA,G062N13,8,-1,-1,congruent,62,0,0.8779656175524871
4,L,R,1,16.434,-1.8,2,7.808,-0.015,0.056,G062N13,8,1,-1,incongruent,62,1,2.799352359508996
5,R,R,0,8.006,0.9,3,4.448,-0.028,-0.015,G062N13,8,-1,-1,congruent,62,1,2.080191260570382
6,L,L,1,8.63,-0.9,3,3.808,0.937,0.49,G062N13,8,1,1,congruent,62,1,2.155244505095337
7,L,L,1,12.553,-1.5,3,6.848,0.637,0.282,G062N13,8,1,1,congruent,62,1,2.5299596808360714
8,L,L,1,2.281,-0.3,3,5.248,6.17,0.738,G062N13,8,1,1,congruent,62,1,0.824613943302251
9,R,L,0,7.849,0.9,2,6.56,-4.72,2.14,G062N13,8,-1,1,incongruent,62,1,2.0603861351446766
10,L,L,1,2.281,-0.3,3,5.12,2.38,NA,G062N13,8,1,1,congruent,62,1,0.824613943302251
11,L,N,1,11.357,-1.2,NA,2.976,0.378,2.05,G062N13,8,1,0,neutral,62,1,2.4298342939095092
12,L,R,1,8.74,-0.9,2,4.992,0.493,1.29,G062N13,8,1,-1,incongruent,62,1,2.167910189667444
13,L,R,0,3.154,-0.6,3,4.512,4.42,-0.492,G062N13,8,1,-1,incongruent,62,0,1.1486714885408467
14,R,L,0,16.7,1.8,2,3.328,-1.95,-0.625,G062N13,8,-1,1,incongruent,62,1,2.8154087194227095
15,R,L,1,0.093,0.3,2,4.992,0.497,NA,G062N13,8,-1,1,incongruent,62,0,-2.375155785828881
16,L,R,1,13.474,-1.5,3,5.312,0.527,1.14,G062N13,8,1,-1,incongruent,62,1,2.6007619025384683
17,L,R,1,4.951,-0.6,3,4.096,6.61,0.909,G062N13,8,1,-1,incongruent,62,1,1.599589576379286
18,R,R,0,7.177,0.9,3,NA,-6.94,0.699,G062N13,8,-1,-1,congruent,62,1,1.9708814684479348
19,R,R,0,4.482,0.6,3,4.544,-5.06,-0.641,G062N13,8,-1,-1,congruent,62,1,1.5000693753787353
20,L,R,1,1.797,-0.3,3,5.056,0.977,NA,G062N13,8,1,-1,incongruent,62,1,0.586118607801422
21,R,L,0,4.28,0.6,3,6.848,-9.45,-0.889,G062N13,8,-1,1,incongruent,62,1,1.4539530095937054
22,L,R,1,10.529,-1.2,3,6.3,3.83,3.85,G062N13,8,1,-1,incongruent,62,1,2.354133354874622
23,L,N,1,7.022,-0.9,NA,5.32,0.413,2.94,G062N13,8,1,0,neutral,62,1,1.9490480777462404
24,R,R,0,2.204,0.3,3,4.46,-3.75,-0.048,G062N13,8,-1,-1,congruent,62,1,0.7902738912906682
25,R,L,1,21.465,2.4,2,5.54,-5,-10.86,G062N13,8,-1,1,incongruent,62,0,3.066423701676524
26,L,L,1,3.858,-0.6,3,1.599,3.28,0.85,G062N13,8,1,1,congruent,62,1,1.3501489144835375
27,L,R,1,7.584,-0.9,3,3.7,1.57,0.529,G062N13,8,1,-1,incongruent,62,1,2.026040764952721
28,R,N,0,16.061,1.8,NA,6.96,-0.552,-5.81,G062N13,8,-1,0,neutral,62,1,2.77639397308076
29,L,L,1,6.366,-0.9,3,4.44,-1.34,-2.3,G062N13,8,1,1,congruent,62,1,1.850971328859901
30,L,R,1,16.092,-1.8,3,3.46,2.75,7.37,G062N13,8,1,-1,incongruent,62,1,2.778322254087542
31,R,N,0,13.88,1.5,NA,8.46,-1.66,-4.84,G062N13,8,-1,0,neutral,62,1,2.6304489550786583
32,R,L,1,1.188,0.3,2,4.2,-0.713,NA,G062N13,8,-1,1,incongruent,62,0,0.17227122094045313
33,R,L,0,18.927,2.1,2,7.22,-2.32,-6.49,G062N13,8,-1,1,incongruent,62,1,2.940589474056782
34,L,N,1,3.826,-0.6,NA,2.96,6.28,1.34,G062N13,8,1,0,neutral,62,1,1.341819871018061
35,R,R,0,5.17,0.6,3,5.74,-1.72,0.23,G062N13,8,-1,-1,congruent,62,1,1.6428726885203377
36,L,L,1,2.594,-0.3,3,2.28,2.26,-0.904,G062N13,8,1,1,congruent,62,1,0.9532010858942521
37,R,R,0,9.654,1.2,3,5.24,0.129,-0.818,G062N13,8,-1,-1,congruent,62,1,2.2673723372383012
38,R,R,0,6.068,0.9,3,3.98,-1.89,-1.77,G062N13,8,-1,-1,congruent,62,1,1.8030290614862858
39,L,L,1,9.216,-1.2,3,6.78,5.51,0.293,G062N13,8,1,1,congruent,62,1,2.2209411039535354
40,R,N,1,11.28,1.2,NA,6.12,-5.38,-4.57,G062N13,8,-1,0,neutral,62,0,2.423031246069913
41,R,R,0,10.998,1.2,3,3.816,-3.59,-4.01,G062N13,8,-1,-1,congruent,62,1,2.397713438085623
42,L,R,0,4.966,-0.6,3,4.272,3.41,-2.64,G062N13,8,1,-1,incongruent,62,0,1.602614687085975
43,R,R,0,7.114,0.9,1,NA,NA,NA,G062N13,8,-1,-1,congruent,62,1,1.9620646735262635
44,L,N,1,6.568,-0.9,NA,5.16,0.45,0.6,G062N13,8,1,0,neutral,62,1,1.882209372150127
45,L,N,1,13.068,-1.5,NA,4.152,1.88,3.01,G062N13,8,1,0,neutral,62,1,2.5701664937388236
46,R,N,0,9.998,1.2,NA,5.928,-0.181,-3.77,G062N13,8,-1,0,neutral,62,1,2.3023850729913784
47,L,L,1,7.646,-0.9,2,5.256,6.41,0.455,G062N13,8,1,1,congruent,62,1,2.034182635274221
48,R,L,1,11.607,1.2,2,NA,NA,NA,G062N13,8,-1,1,incongruent,62,0,2.4516083643864857
49,R,L,0,9.872,1.2,2,5.472,-0.284,0.451,G062N13,8,-1,1,incongruent,62,1,2.289702467163032
0,R,R,1,8.521,0.9,2,8.568,1.37,-1.71,G062N13,8,-1,-1,congruent,62,0,2.142533704845819
1,L,L,1,8.365,-0.9,3,5.628,4.34,0.755,G062N13,8,1,1,congruent,62,1,2.1240563344387873
2,L,R,0,3.67,-0.6,3,3.612,0.703,-0.12,G062N13,8,1,-1,incongruent,62,0,1.3001916620664788
3,L,L,1,5.358,-0.6,3,4.536,7.41,-2.91,G062N13,8,1,1,congruent,62,1,1.6785907711224168
4,R,L,0,9.107,1.2,3,4.788,-3.62,-0.166,G062N13,8,-1,1,incongruent,62,1,2.2090433485856815
5,L,N,0,6.537,-0.9,NA,3.64,0.527,3.34,G062N13,8,1,0,neutral,62,0,1.8774783446305925
6,L,R,0,5.514,-0.6,3,4.116,3.08,0.708,G062N13,8,1,-1,incongruent,62,0,1.707290312601605
7,L,N,1,10.999,-1.2,NA,4.676,NA,0.152,G062N13,8,1,0,neutral,62,1,2.39780435957498
8,L,L,0,13.756,-1.5,2,6.16,1.9,3.94,G062N13,8,1,1,congruent,62,0,2.62147509257002
9,R,N,1,5.561,0.6,NA,3.584,0.093,0.03,G062N13,8,-1,0,neutral,62,0,1.715777948205427
10,L,R,1,8.1,-0.9,3,6.524,NA,0.824,G062N13,8,1,-1,incongruent,62,1,2.0918640616783932
11,L,N,1,15.481,-1.8,NA,6.384,3.91,3.73,G062N13,8,1,0,neutral,62,1,2.7396134655583286
12,L,R,1,12.786,-1.5,3,NA,NA,NA,G062N13,8,1,-1,incongruent,62,1,2.5483508223445352
13,L,L,1,8.022,-0.9,3,5.12,11,1.07,G062N13,8,1,1,congruent,62,1,2.082187767347861
14,L,L,1,6.1,-0.9,3,NA,NA,NA,G062N13,8,1,1,congruent,62,1,1.8082887711792655
15,R,N,0,14.333,1.5,NA,NA,NA,NA,G062N13,8,-1,0,neutral,62,1,2.6625645709410786
16,R,L,1,12.631,1.5,3,9.02,-1.69,-3.49,G062N13,8,-1,1,incongruent,62,0,2.536154109791838
17,L,L,1,5.686,-0.6,3,3.56,4.36,1.98,G062N13,8,1,1,congruent,62,1,1.7380070132288081
18,L,L,1,6.428,-0.9,3,5.7,6.42,0.611,G062N13,8,1,1,congruent,62,1,1.8606634478752662
19,L,L,1,15.17,-1.8,2,7.02,6.39,6.71,G062N13,8,1,1,congruent,62,1,2.719319793360441
20,L,R,0,4.998,-0.6,3,4.22,6.25,-3.26,G062N13,8,1,-1,incongruent,62,0,1.6090378324127608
21,R,R,0,13.272,1.5,3,4.8,-2.96,-7.21,G062N13,8,-1,-1,congruent,62,1,2.5856565528881434
22,R,R,1,9.107,1.2,2,8.44,1.08,-1.42,G062N13,8,-1,-1,congruent,62,0,2.2090433485856815
23,L,R,1,12.786,-1.5,2,6.22,2.93,2.76,G062N13,8,1,-1,incongruent,62,1,2.5483508223445352
24,R,R,0,11.702,1.2,2,8.72,-7.55,-6.13,G062N13,8,-1,-1,congruent,62,1,2.4597597673660445
25,L,L,1,4.061,-0.6,2,5.6,-0.766,1.74,G062N13,8,1,1,congruent,62,1,1.4014292487041606
26,L,L,1,6.178,-0.9,3,4.02,-0.591,0.147,G062N13,8,1,1,congruent,62,1,1.82099459449639
27,L,R,1,7.224,-0.9,3,2.72,3.82,0.996,G062N13,8,1,-1,incongruent,62,1,1.9774088161146843
28,R,L,0,12.568,1.5,3,6.32,-3.55,1.46,G062N13,8,-1,1,incongruent,62,1,2.53115390095332
29,R,R,0,7.116,0.9,3,NA,NA,NA,G062N13,8,-1,-1,congruent,62,1,1.9623457698035887
30,R,R,0,7.865,0.9,3,NA,NA,NA,G062N13,8,-1,-1,congruent,62,1,2.0624225365102413
31,L,R,1,12.537,-1.5,3,6.02,5.06,4.64,G062N13,8,1,-1,incongruent,62,1,2.528684272133888
32,L,R,0,11.92,-1.2,2,3.34,1.74,2.57,G062N13,8,1,-1,incongruent,62,0,2.4782176616372036
33,R,L,1,16.012,1.8,2,7.32,-7.69,-3.11,G062N13,8,-1,1,incongruent,62,0,2.7733384411303272
34,L,R,1,4.358,-0.6,3,2.68,6.21,-0.307,G062N13,8,1,-1,incongruent,62,1,1.472013236522428
35,R,R,0,3.514,0.6,3,NA,NA,NA,G062N13,8,-1,-1,congruent,62,1,1.2567549897649053
36,R,R,0,6.756,0.9,3,5.26,-1.67,-2.54,G062N13,8,-1,-1,congruent,62,1,1.9104309989455537
37,R,L,1,7.865,0.9,3,NA,NA,NA,G062N13,8,-1,1,incongruent,62,0,2.0624225365102413
38,R,N,0,14.755,1.5,NA,8.96,-1.41,-7.36,G062N13,8,-1,0,neutral,62,1,2.691582008394903
39,R,L,0,12.77,1.5,3,NA,NA,NA,G062N13,8,-1,1,incongruent,62,1,2.547098670044448
40,R,L,0,17.309,1.8,3,8.48,-1.55,-5.51,G062N13,8,-1,1,incongruent,62,1,2.8512265974442617
41,R,N,0,2.375,0.3,NA,NA,NA,NA,G062N13,8,-1,0,neutral,62,1,0.8649974374866045
42,L,N,1,11.513,-1.2,NA,5.82,1.32,2.22,G062N13,8,1,0,neutral,62,1,2.443476831691527
43,R,L,0,6.771,0.9,3,NA,NA,NA,G062N13,8,-1,1,incongruent,62,1,1.9126487865035082
44,R,N,0,10.935,1.2,NA,4.58,-1.39,-0.043,G062N13,8,-1,0,neutral,62,1,2.391968654128731
45,R,R,0,4.467,0.6,3,4.32,-3.21,-8.445,G062N13,8,-1,-1,congruent,62,1,1.4967170423699816
46,R,R,0,6.647,0.9,3,NA,NA,NA,G062N13,8,-1,-1,congruent,62,1,1.8941656250594447
47,R,L,0,9.061,1.2,3,7.82,-0.348,-3.02,G062N13,8,-1,1,incongruent,62,1,2.2039794892399236
48,L,N,0,9.077,-1.2,NA,4.04,0.718,2.78,G062N13,8,1,0,neutral,62,0,2.2057437415444903
49,R,L,0,13.146,1.5,3,9.08,-1.14,-0.485,G062N13,8,-1,1,incongruent,62,1,2.5761175298413845
0,R,R,0,8.693,0.9,1,6.12,-2.4,-0.421,G067N13,9,-1,-1,congruent,67,1,2.162518104096927
1,R,L,0,30.738,3.3,2,7.056,-0.691,-7.36,G067N13,9,-1,1,incongruent,67,1,3.42549967418512
2,L,R,0,42.071,-4.2,2,7.944,1.87,8.71,G067N13,9,1,-1,incongruent,67,0,3.739358667227227
3,R,L,0,30.206,3.3,1,8.16,-0.368,-5.77,G067N13,9,-1,1,incongruent,67,1,3.40804058014415
4,R,R,0,32.347,3.3,2,9.696,-2.34,-15.1,G067N13,9,-1,-1,congruent,67,1,3.4765212809434427
5,L,N,1,18.926,-2.1,NA,9.336,0.909,0.93,G067N13,9,1,0,neutral,67,1,2.9405366380860407
6,R,L,1,30.706,3.3,2,5.232,-0.068,-3.96,G067N13,9,-1,1,incongruent,67,0,3.424458075236707
7,R,R,0,25.034,2.7,3,8.64,-2.58,-5.73,G067N13,9,-1,-1,congruent,67,1,3.2202349009058318
8,L,R,1,24.316,-2.7,1,NA,-0.948,6.37,G067N13,9,1,-1,incongruent,67,1,3.191134569886476
9,R,R,0,28.713,3,3,4.08,-4.79,-11.4,G067N13,9,-1,-1,congruent,67,1,3.357349981881879
10,R,R,0,25.659,2.7,3,NA,-1.5,-8.39,G067N13,9,-1,-1,congruent,67,1,3.244894387266754
11,L,N,1,13.583,-1.5,NA,5.448,0.286,0.432,G067N13,9,1,0,neutral,67,1,2.6088190108403535
12,R,L,1,20.238,2.1,2,9,-1.19,-4.22,G067N13,9,-1,1,incongruent,67,0,3.007562025307568
13,R,L,0,22.511,2.4,1,7.056,1,-5.39,G067N13,9,-1,1,incongruent,67,1,3.114004078632026
14,R,N,1,25.503,2.7,NA,5.592,-0.914,-3.52,G067N13,9,-1,0,neutral,67,0,3.2387960923033314
15,R,N,0,18.509,1.8,NA,NA,-2.13,-1.75,G067N13,9,-1,0,neutral,67,1,2.91825710027458
16,L,L,1,15.606,-1.8,3,8.4,0.943,2.04,G067N13,9,1,1,congruent,67,1,2.7476554556945696
17,R,R,0,10.778,1.2,2,NA,NA,NA,G067N13,9,-1,-1,congruent,67,1,2.377507019511305
18,L,R,1,11.48,-1.2,1,4.344,1.99,1.56,G067N13,9,1,-1,incongruent,67,1,2.4406063908914204
19,R,N,1,6.162,0.9,NA,5.784,-0.079,1.06,G067N13,9,-1,0,neutral,67,0,1.8184014001744762
20,L,L,1,13.348,-1.5,3,7.2,1.07,2.12,G067N13,9,1,1,congruent,67,1,2.5913665608891274
21,R,R,0,14.067,1.5,2,NA,0.406,-4.19,G067N13,9,-1,-1,congruent,67,1,2.6438316287755588
22,L,L,1,21.137,-2.4,1,9.816,0.777,1.71,G067N13,9,1,1,congruent,67,1,3.0510250593026997
23,R,R,0,26.987,2.7,2,4.656,-3.49,-10.4,G067N13,9,-1,-1,congruent,67,1,3.2953552685734193
24,R,R,0,22.325,2.4,3,5.088,-1.11,-6.37,G067N13,9,-1,-1,congruent,67,1,3.105707126762563
25,R,L,1,33.081,3.3,1,10.2,-1.24,-4.56,G067N13,9,-1,1,incongruent,67,0,3.4989590994446513
26,L,R,0,25.988,-2.7,1,5.784,-0.553,4.7,G067N13,9,1,-1,incongruent,67,0,3.2576348930182846
27,R,N,1,29.37,3,NA,NA,-2.34,-6.73,G067N13,9,-1,0,neutral,67,0,3.379973745210529
28,R,L,0,28.324,3,1,NA,-1.48,-6.53,G067N13,9,-1,1,incongruent,67,1,3.3437095017895277
29,L,R,1,20.16,-2.1,0,8.28,0.313,3.22,G067N13,9,1,-1,incongruent,67,1,3.0037004432031678
30,L,R,1,18.769,-2.1,0,9.984,0.523,0.287,G067N13,9,1,-1,incongruent,67,1,2.932206572674113
31,L,R,1,26.942,-2.7,1,7.08,1.13,4.2,G067N13,9,1,-1,incongruent,67,1,3.2936864072763763
32,L,L,0,31.706,-3.3,0,8.88,2.6,8.65,G067N13,9,1,1,congruent,67,0,3.456505937421036
33,R,L,1,21.004,2.1,2,NA,NA,NA,G067N13,9,-1,1,incongruent,67,0,3.044712895775613
34,L,R,0,30.128,-3.3,2,8.976,1.53,8.28,G067N13,9,1,-1,incongruent,67,0,3.4054549719147964
35,L,L,0,26.613,-2.7,1,6.024,1.08,7.26,G067N13,9,1,1,congruent,67,0,3.2813998182065593
36,L,N,1,22.793,-2.4,NA,6.48,0.899,4.24,G067N13,9,1,0,neutral,67,1,3.1264534712770007
37,L,L,1,24.222,-2.7,3,6.264,2.23,2.25,G067N13,9,1,1,congruent,67,1,3.187261311098859
38,R,L,1,28.792,3,1,9.408,0.41,-5.7,G067N13,9,-1,1,incongruent,67,0,3.3600975707767295
39,L,L,0,26.816,-2.7,0,NA,NA,NA,G067N13,9,1,1,congruent,67,0,3.2889987242996725
40,L,N,1,30.956,-3.3,NA,5.664,2.52,9.51,G067N13,9,1,0,neutral,67,1,3.432566841408213
41,R,L,1,26.316,2.7,0,NA,-4.9,-0.853,G067N13,9,-1,1,incongruent,67,0,3.270177119223751
42,L,L,1,34.839,-3.6,0,NA,NA,NA,G067N13,9,1,1,congruent,67,1,3.5507374489317303
43,L,L,1,19.692,-2.1,2,NA,NA,NA,G067N13,9,1,1,congruent,67,1,2.9802124618959542
44,R,N,0,20.082,2.1,NA,9.696,-1.65,-3.23,G067N13,9,-1,0,neutral,67,1,2.9998238914572446
45,L,R,0,21.84,-2.4,1,6.912,0.286,3.02,G067N13,9,1,-1,incongruent,67,0,3.083743150876704
46,L,R,1,24.238,-2.7,0,8.112,-0.204,4.27,G067N13,9,1,-1,incongruent,67,1,3.1879216495462956
47,R,R,0,19.582,2.1,2,5.88,-2.9,-4.63,G067N13,9,-1,-1,congruent,67,1,2.9746107769318795
48,L,L,1,19.098,-2.1,2,NA,NA,NA,G067N13,9,1,1,congruent,67,1,2.9495836175280106
49,L,N,0,23.667,-2.4,NA,NA,NA,NA,G067N13,9,1,0,neutral,67,0,3.1640816727810623
0,L,L,1,10.731,-1.2,2,3.46,4.64,1.24,G067N13,9,1,1,congruent,67,1,2.37313674894499
1,R,L,1,25.223,2.7,1,10.62,-1.03,-7.24,G067N13,9,-1,1,incongruent,67,0,3.227756276674138
2,R,L,0,16.418,1.8,0,10.92,0.173,-1.49,G067N13,9,-1,1,incongruent,67,1,2.798378293926074
3,L,R,1,19.427,-2.1,0,6.56,-1.98,0.299,G067N13,9,1,-1,incongruent,67,1,2.9666638510566434
4,R,R,0,12.833,1.5,2,4.12,-2.25,-4.64,G067N13,9,-1,-1,congruent,67,1,2.552019978262324
5,R,R,0,14.021,1.5,2,4.18,-2.5,-5.06,G067N13,9,-1,-1,congruent,67,1,2.6405562057389944
6,L,R,0,5.632,-0.6,3,4.48,-1.27,NA,G067N13,9,1,-1,incongruent,67,0,1.7284646188557413
7,R,L,0,22.793,2.4,0,8.2,-3.62,-2.64,G067N13,9,-1,1,incongruent,67,1,3.1264534712770007
8,R,R,0,15.09,1.8,3,5.02,-1.12,-3.75,G067N13,9,-1,-1,congruent,67,1,2.7140322727797574
9,R,L,1,17.98,1.8,1,10.844,1.88,-0.817,G067N13,9,-1,1,incongruent,67,0,2.8892600290434745
10,L,L,0,19.722,-2.1,0,4.38,-1.2,7.64,G067N13,9,1,1,congruent,67,0,2.9817347639101373
11,L,R,1,4.526,-0.6,0,5.48,0.788,NA,G067N13,9,1,-1,incongruent,67,1,1.5098385472113456
12,R,N,1,6.943,0.9,NA,NA,NA,NA,G067N13,9,-1,0,neutral,67,0,1.9377339577711363
13,R,L,0,14.333,1.5,1,NA,NA,NA,G067N13,9,-1,1,incongruent,67,1,2.6625645709410786
14,R,N,0,15.95,1.8,NA,NA,NA,NA,G067N13,9,-1,0,neutral,67,1,2.7694588292308535
15,R,L,1,21.106,2.4,1,NA,-1.24,-2.68,G067N13,9,-1,1,incongruent,67,0,3.0495573602488983
16,L,L,0,19.301,-2.1,0,NA,NA,NA,G067N13,9,1,1,congruent,67,0,2.9601569080400707
17,L,R,0,14.411,-1.5,1,7.86,-1.25,-1.21,G067N13,9,1,-1,incongruent,67,0,2.6679918038562245
18,R,L,0,23.45,2.4,0,3.08,-8.34,-6.4,G067N13,9,-1,1,incongruent,67,1,3.1548704948922883
19,L,N,1,20.488,-2.1,NA,6.5,2.06,4.96,G067N13,9,1,0,neutral,67,1,3.019839348897224
20,R,R,0,20.145,2.1,2,6.82,-3.15,-11.6,G067N13,9,-1,-1,congruent,67,1,3.0029561186433105
21,R,N,1,22.824,2.4,NA,6.28,-2.92,-7.18,G067N13,9,-1,0,neutral,67,0,3.127812613911199
22,R,R,1,14.808,1.5,2,8.68,-4.83,-6,G067N13,9,-1,-1,congruent,67,0,2.6951675752711965
23,R,R,0,15.591,1.8,3,5.94,-7.29,-6,G067N13,9,-1,-1,congruent,67,1,2.7466938246944146
24,L,R,1,23.902,-2.4,1,6.4,-0.328,8.17,G067N13,9,1,-1,incongruent,67,1,3.1739621374446894
25,L,R,0,18.989,-2.1,2,9.14,2.9,5.69,G067N13,9,1,-1,incongruent,67,0,2.94385986414328
26,L,N,1,17.371,-1.8,NA,6.62,1.07,5.44,G067N13,9,1,0,neutral,67,1,2.854802149119786
27,L,N,1,16.262,-1.8,NA,8.34,5.71,1.97,G067N13,9,1,0,neutral,67,1,2.788831097785646
28,L,L,0,17.372,-1.8,0,7.96,-1.78,3.86,G067N13,9,1,1,congruent,67,0,2.8548597146725756
29,R,R,0,19.942,2.1,1,5.08,-1.5,-14.7,G067N13,9,-1,-1,congruent,67,1,2.9928280604066013
30,L,L,1,18.129,-2.1,3,NA,NA,NA,G067N13,9,1,1,congruent,67,1,2.8975128660475313
31,R,R,0,23.683,2.4,3,7.24,-0.567,-10.5,G067N13,9,-1,-1,congruent,67,1,3.1647574911805965
32,R,N,1,23.293,2.4,NA,7.84,-1.71,-8.24,G067N13,9,-1,0,neutral,67,0,3.148152886249217
33,L,L,0,28.933,-3,0,NA,NA,NA,G067N13,9,1,1,congruent,67,0,3.3649828121945036
34,L,R,1,25.489,-2.7,0,8.88,0.332,5.73,G067N13,9,1,-1,incongruent,67,1,3.2382469865474572
35,L,N,1,8.75,-0.9,NA,5.9,0.022,NA,G067N13,9,1,0,neutral,67,1,2.169053700369523
36,L,N,0,16.45,-1.8,NA,7.46,3.24,2.91,G067N13,9,1,0,neutral,67,0,2.800325477211381
37,R,N,1,23.809,2.4,NA,NA,-1.26,-8.39,G067N13,9,-1,0,neutral,67,0,3.170063660456765
38,R,L,0,16.449,1.8,0,10.92,-2.49,-7.45,G067N13,9,-1,1,incongruent,67,1,2.800264685090021
39,L,L,0,23.323,-2.4,0,NA,NA,NA,G067N13,9,1,1,congruent,67,0,3.149439998148207
40,L,R,1,14.786,-1.5,0,7.32,2.25,4.54,G067N13,9,1,-1,incongruent,67,1,2.6936807871349084
41,R,R,1,27.339,3,1,4.8,-7.69,-14.5,G067N13,9,-1,-1,congruent,67,0,3.3083142541820996
42,L,L,0,18.66,-2.1,3,NA,NA,NA,G067N13,9,1,1,congruent,67,0,2.926382195419198
43,R,R,0,21.606,2.4,3,NA,NA,NA,G067N13,9,-1,-1,congruent,67,1,3.0729710538947934
44,R,L,1,27.636,3,2,9.28,0.018,-10.5,G067N13,9,-1,1,incongruent,67,0,3.3191192706265484
45,L,L,1,27.292,-3,2,NA,NA,NA,G067N13,9,1,1,congruent,67,1,3.306593618953177
46,L,R,0,24.502,-2.7,3,NA,NA,NA,G067N13,9,1,-1,incongruent,67,0,3.1987547468719786
47,R,L,0,38.268,3.9,0,NA,NA,NA,G067N13,9,-1,1,incongruent,67,1,3.644614037815921
48,L,L,0,21.793,-2.4,0,NA,NA,NA,G067N13,9,1,1,congruent,67,0,3.081588817313674
49,L,R,0,20.832,-2.1,2,7.08,1.36,7.69,G067N13,9,1,-1,incongruent,67,0,3.0364902660261586
0,L,R,1,15.574,-1.8,1,3.948,-4.88,4.1,G068N13,10,1,-1,incongruent,68,1,2.745602857154794
1,L,N,1,15.669,-1.8,NA,8.96,1.84,1.94,G068N13,10,1,0,neutral,68,1,2.7516842381222713
2,L,N,0,6.568,-0.9,NA,5.796,3.26,-0.266,G068N13,10,1,0,neutral,68,0,1.882209372150127
3,R,L,1,3.793,0.6,1,NA,NA,NA,G068N13,10,-1,1,incongruent,68,0,1.3331572627067618
4,R,L,0,18.972,2.1,1,4.2,4.08,-5.79,G068N13,10,-1,1,incongruent,68,1,2.9429642080153355
5,L,L,1,9.95,-1.2,1,4.928,3.15,1.7,G068N13,10,1,1,congruent,68,1,2.2975725511705014
6,R,L,0,14.567,1.5,0,9.268,-1.18,-4.44,G068N13,10,-1,1,incongruent,68,1,2.6787586964668106
7,L,L,1,7.209,-0.9,1,5.628,1.1,1.03,G068N13,10,1,1,congruent,68,1,1.9753302454224415
8,L,L,1,6.13,-0.9,1,NA,NA,NA,G068N13,10,1,1,congruent,68,1,1.81319474994812
9,R,L,0,13.911,1.5,0,9.24,-2.09,-2.83,G068N13,10,-1,1,incongruent,68,1,2.6326798940774334
10,R,R,0,10.482,1.2,2,6.076,-1.37,-1.14,G068N13,10,-1,-1,congruent,68,1,2.3496595003799743
11,L,R,0,1.984,-0.3,1,2.968,1.65,NA,G068N13,10,1,-1,incongruent,68,0,0.6851150088626811
12,R,R,0,2.688,0.3,2,4.704,-3.57,-0.228,G068N13,10,-1,-1,congruent,68,1,0.9887974226609032
