trial_num,direction,cue,response,rt,threshold,imagery_score,nystagmus,vel_post,vel_pre,source,id,direction_num,cue_num,imagery,participant,correct,logrt
46,R,L,0,38.095,3.9,1,NA,NA,NA,G049N13,5,-1,1,incongruent,49,1,3.640083039924973
47,L,L,0,35.228,-3.6,1,NA,NA,NA,G049N13,5,1,1,congruent,49,0,3.5618412209432133
48,L,N,1,41.056,-4.2,1,6.384,1.46,21.8,G049N13,5,1,0,neutral,49,1,3.7149369884332257
49,R,N,1,38.58,3.9,1,4.608,-0.78,-11,G049N13,5,-1,0,neutral,49,0,3.652734007477583
0,R,N,0,37.283,3.9,1,3.192,-0.571,-0.606,G049N13,5,-1,0,neutral,49,1,3.6185374586826886
1,L,L,1,38.455,-3.9,1,NA,NA,NA,G049N13,5,1,1,congruent,49,1,3.6494887265090172
2,L,L,1,26.737,-2.7,1,2.464,6.03,16.8,G049N13,5,1,1,congruent,49,1,3.286048373906415
3,R,R,0,21.293,2.4,1,5.376,-8.22,-16.9,G049N13,5,-1,-1,congruent,49,1,3.0583783802042617
4,R,L,0,29.713,3,1,NA,NA,NA,G049N13,5,-1,1,incongruent,49,1,3.3915846604790953
5,L,R,1,35.198,-3.6,1,5.936,2.13,14,G049N13,5,1,-1,incongruent,49,1,3.560989262808019
6,R,R,0,32.206,3.3,1,3.36,-0.214,-18,G049N13,5,-1,-1,congruent,49,1,3.4721527705958044
7,L,L,1,36.908,-3.9,1,NA,NA,NA,G049N13,5,1,1,congruent,49,1,3.6084283297163093
8,R,N,0,32.972,3.3,1,NA,NA,NA,G049N13,5,-1,0,neutral,49,1,3.495658716450981
9,L,R,0,26.081,-2.7,1,NA,NA,NA,G049N13,5,1,-1,incongruent,49,0,3.261207079881639
10,L,R,1,29.839,-3,1,7.784,1.87,9.56,G049N13,5,1,-1,incongruent,49,1,3.3958162627096753
11,L,R,1,44.408,-4.5,1,7.616,-1.1,15.9,G049N13,5,1,-1,incongruent,49,1,3.79341963338786
12,L,L,1,31.909,-3.3,1,NA,NA,NA,G049N13,5,1,1,congruent,49,1,3.462888101660588
13,L,N,1,29.246,-3,1,7.952,5.22,17.5,G049N13,5,1,0,neutral,49,1,3.3757428121896873
14,R,R,0,36.799,3.9,1,5.656,-5.94,-21.7,G049N13,5,-1,-1,congruent,49,1,3.605470670892624
15,R,L,0,29.839,3,1,NA,NA,NA,G049N13,5,-1,1,incongruent,49,1,3.3958162627096753
16,L,R,1,39.681,-4.2,1,NA,NA,NA,G049N13,5,1,-1,incongruent,49,1,3.6808724837120197
17,L,R,1,22.48,-2.4,1,8.624,1.23,11.7,G049N13,5,1,-1,incongruent,49,1,3.1126260250254902
18,R,L,1,12.521,1.5,1,6.664,NA,-6.96,G049N13,5,-1,1,incongruent,49,0,2.5274072346868106
19,R,L,0,25.722,2.7,1,NA,-1.61,-2,G049N13,5,-1,1,incongruent,49,1,3.247346656843895
20,L,N,0,40.806,-4.2,1,7.056,1.61,4.79,G049N13,5,1,0,neutral,49,0,3.7088291294215567
21,R,R,1,14.848,1.5,1,NA,NA,NA,G049N13,5,-1,-1,congruent,49,0,2.697865176043845
22,L,N,1,19.582,-2.1,1,7.896,-0.59,3.71,G049N13,5,1,0,neutral,49,1,2.9746107769318795
23,R,N,0,30.861,3.3,1,5.376,0.093,-19.3,G049N13,5,-1,0,neutral,49,1,3.4294932508170026
24,R,L,0,27.729,3,1,3.696,-1.17,-1.1,G049N13,5,-1,1,incongruent,49,1,3.32247879695075
25,R,R,1,20.129,2.1,1,6.776,-2.81,-10.5,G049N13,5,-1,-1,congruent,49,0,3.002161561318895
26,R,R,1,26.895,2.7,1,NA,NA,-15.5,G049N13,5,-1,-1,congruent,49,0,3.291940395725206
27,L,N,1,22.715,-2.4,1,4.536,3.12,12.6,G049N13,5,1,0,neutral,49,1,3.1230254992113666
28,R,R,0,34.245,3.6,1,6.104,-3.77,-29.5,G049N13,5,-1,-1,congruent,49,1,3.5335405686498684
29,L,L,1,21.387,-2.4,1,NA,NA,NA,G049N13,5,1,1,congruent,49,1,3.062783260803601
30,L,L,1,14.207,-1.5,1,5.544,0.81,0.026,G049N13,5,1,1,congruent,49,1,2.65373480088994
31,L,R,0,18.176,-2.1,1,NA,NA,NA,G049N13,5,1,-1,incongruent,49,0,2.900102042538741
32,L,L,1,23.058,-2.4,1,6.664,4.81,15.9,G049N13,5,1,1,congruent,49,1,3.138012780810762
33,R,N,1,22.371,2.4,1,8.288,4.2,-1.43,G049N13,5,-1,0,neutral,49,0,3.1077654772297674
34,R,L,1,29.261,3,1,9.072,0.172,-4.73,G049N13,5,-1,1,incongruent,49,0,3.376255571357946
35,L,L,1,17.199,-1.8,1,4.704,5.41,8.32,G049N13,5,1,1,congruent,49,1,2.8448512425943555
36,R,L,1,25.597,2.7,1,NA,NA,NA,G049N13,5,-1,1,incongruent,49,0,3.242475157118525
37,L,L,1,25.143,-2.7,1,5.824,2.82,3.06,G049N13,5,1,1,congruent,49,1,3.2245795277848788
38,R,R,0,22.371,2.4,1,NA,NA,NA,G049N13,5,-1,-1,congruent,49,1,3.1077654772297674
39,L,R,1,30.986,-3.3,1,7.112,2.82,7.01,G049N13,5,1,-1,incongruent,49,1,3.4335354895741
40,R,L,1,30.042,3,1,8.848,-2.29,2.49,G049N13,5,-1,1,incongruent,49,0,3.402596402575863
41,R,R,0,25.191,2.7,1,NA,NA,NA,G049N13,5,-1,-1,congruent,49,1,3.226486787869536
42,L,L,1,20.613,-2.1,1,8.848,12.3,-2.14,G049N13,5,1,1,congruent,49,1,3.0259219447170485
43,L,N,1,31.362,-3.3,1,NA,NA,NA,G049N13,5,1,0,neutral,49,1,3.44559696895884
44,R,L,0,32.987,3.3,1,6.888,2.26,-17.1,G049N13,5,-1,1,incongruent,49,1,3.4961135444580336
45,L,R,1,29.339,-3,1,NA,NA,NA,G049N13,5,1,-1,incongruent,49,1,3.378917688971074
46,L,R,1,21.246,-2.4,1,NA,NA,NA,G049N13,5,1,-1,incongruent,49,1,3.0561686423578216
47,R,L,1,20.614,2.1,1,NA,NA,NA,G049N13,5,-1,1,incongruent,49,0,3.025970456614601
48,R,R,0,23.246,2.4,1,NA,NA,NA,G049N13,5,-1,-1,congruent,49,1,3.1461330742215163
49,R,N,0,20.285,2.1,1,5.656,-1.79,-0.175,G049N13,5,-1,0,neutral,49,1,3.0098816966584105
0,R,R,0,11.513,1.2,2,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,2.443476831691527
1,R,R,0,20.255,2.1,2,7.848,-2.33,NA,G050N13,6,-1,-1,congruent,50,1,3.0084016766546537
2,L,N,1,10.575,-1.2,NA,NA,NA,NA,G050N13,6,1,0,neutral,50,1,2.3584927249323417
3,R,L,1,2.469,0.3,1,7.248,-2.22,-0.243,G050N13,6,-1,1,incongruent,50,0,0.9038132103630424
4,L,R,0,10.637,-1.2,2,4.944,3.39,2.32,G050N13,6,1,-1,incongruent,50,0,2.364338489269528
5,R,N,1,3.967,0.6,NA,3.312,-4.99,-2.31,G050N13,6,-1,0,neutral,50,0,1.378010141532193
6,L,R,0,13.302,-1.5,2,7.272,-0.01,0.153,G050N13,6,1,-1,incongruent,50,0,2.5879143998622296
7,R,L,0,18.863,2.1,2,5.952,-5.06,-5.04,G050N13,6,-1,1,incongruent,50,1,2.9372023313635873
8,R,L,0,1.948,0.3,3,NA,NA,NA,G050N13,6,-1,1,incongruent,50,1,0.6668032052203433
9,L,N,0,16.527,-1.8,NA,3.816,3.93,6.56,G050N13,6,1,0,neutral,50,0,2.8049954071586893
10,R,L,0,14.192,1.5,1,NA,NA,NA,G050N13,6,-1,1,incongruent,50,1,2.6526784255672236
11,R,L,1,13.333,1.5,2,7.44,-2.77,-5.54,G050N13,6,-1,1,incongruent,50,0,2.5902421651333216
12,L,R,1,14.894,-1.5,2,6.36,2.93,2.83,G050N13,6,1,-1,incongruent,50,1,2.700958447288454
13,L,L,1,13.864,-1.5,2,7.536,3.03,3.28,G050N13,6,1,1,congruent,50,1,2.629295552413305
14,R,R,0,2.64,0.3,2,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,0.9707789171582248
15,L,L,1,8.177,-0.9,2,7.824,-0.13,-0.874,G050N13,6,1,1,congruent,50,1,2.10132533517984
16,L,R,1,19.098,-2.1,2,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,2.9495836175280106
17,R,N,0,24.378,2.7,NA,4.464,-3.12,-6.7,G050N13,6,-1,0,neutral,50,1,3.193681086233645
18,L,R,0,9.997,-1.2,2,2.28,5.24,5.75,G050N13,6,1,-1,incongruent,50,0,2.302285047985044
19,R,N,0,10.841,1.2,NA,4.32,-1.85,-1.91,G050N13,6,-1,0,neutral,50,1,2.3833352426791548
20,R,L,1,1.86,0.3,2,8.088,-2.76,0.451,G050N13,6,-1,1,incongruent,50,0,0.62057648772511
21,L,L,1,9.247,-1.2,3,NA,NA,NA,G050N13,6,1,1,congruent,50,1,2.2242991745955014
22,R,R,0,10.56,1.2,2,4.512,-1.76,-1.61,G050N13,6,-1,-1,congruent,50,1,2.3570732782781154
23,L,L,1,8.317,-0.9,2,6.168,2.57,1.9,G050N13,6,1,1,congruent,50,1,2.1183016128865506
24,L,L,1,9.982,-1.2,2,6.168,2.61,3.82,G050N13,6,1,1,congruent,50,1,2.3007834710474175
25,R,L,0,14.005,1.5,3,NA,NA,NA,G050N13,6,-1,1,incongruent,50,1,2.639414408712072
26,L,N,0,9.747,-1.2,NA,4.944,2.85,0.993,G050N13,6,1,0,neutral,50,0,2.276959545355073
27,L,L,1,8.286,-0.9,1,2.952,1.48,1.49,G050N13,6,1,1,congruent,50,1,2.11456734365521
28,R,R,0,11.184,1.2,2,6.96,-1.19,-2.03,G050N13,6,-1,-1,congruent,50,1,2.4144841854914545
29,L,N,0,8.708,-0.9,NA,4.056,4.07,4.26,G050N13,6,1,0,neutral,50,0,2.164242143372301
30,R,L,0,17.09,1.8,2,6.336,-1.3,-2.16,G050N13,6,-1,1,incongruent,50,1,2.8384934971274993
31,L,L,1,8.833,-0.9,1,3.984,-0.141,0.825,G050N13,6,1,1,congruent,50,1,2.178494707762995
32,R,R,0,14.88,1.5,2,4.92,-2.42,-4.91,G050N13,6,-1,-1,congruent,50,1,2.700018029404946
33,L,R,1,15.02,-1.5,2,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,2.7093826463359885
34,R,R,0,17.091,1.8,3,4.872,-4.07,-4.82,G050N13,6,-1,-1,congruent,50,1,2.838552009166368
35,R,L,0,17.871,1.8,2,3.648,-1.56,-6.04,G050N13,6,-1,1,incongruent,50,1,2.8831792873146602
36,L,L,1,9.529,-1.2,1,5.808,1.98,-0.136,G050N13,6,1,1,congruent,50,1,2.254339780366051
37,L,L,1,17.449,-1.8,2,7.176,2.33,5.72,G050N13,6,1,1,congruent,50,1,2.859282340416093
38,R,R,0,5.498,0.6,2,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,1.704384389743054
39,L,R,0,17.137,-1.8,2,6.648,6.96,3.97,G050N13,6,1,-1,incongruent,50,0,2.841239868678712
40,R,N,1,12.693,1.5,NA,4.944,-2.44,-1.96,G050N13,6,-1,0,neutral,50,0,2.54105066040604
41,R,N,0,5.811,0.6,NA,8.376,-3.06,-1.04,G050N13,6,-1,0,neutral,50,1,1.7597526730929685
42,R,L,0,20.8,2.1,2,6.192,-3.58,-10.3,G050N13,6,-1,1,incongruent,50,1,3.0349529867072724
43,R,R,0,13.739,1.5,2,9.528,0.934,-5.69,G050N13,6,-1,-1,congruent,50,1,2.620238503941811
44,L,R,1,23.121,-2.4,1,6.552,5.01,10.7,G050N13,6,1,-1,incongruent,50,1,3.140741295463966
45,L,N,1,3,-0.3,NA,6.312,2.02,NA,G050N13,6,1,0,neutral,50,1,1.0986122886681098
46,R,R,0,14.785,1.5,2,8.376,-1.75,-3.25,G050N13,6,-1,-1,congruent,50,1,2.6936131533044407
47,L,R,0,12.661,-1.5,1,3.216,2.79,2.56,G050N13,6,1,-1,incongruent,50,0,2.5385264025381162
48,L,R,1,19.722,-2.1,3,5.04,2.9,3.07,G050N13,6,1,-1,incongruent,50,1,2.9817347639101373
49,L,L,1,8.911,-0.9,2,NA,NA,NA,G050N13,6,1,1,congruent,50,1,2.1872864686305826
0,R,R,0,17.152,1.8,2,6.244,-0.165,-7.37,G050N13,6,-1,-1,congruent,50,1,2.8421147848883916
1,R,L,0,13.224,1.5,1,7.448,-4.5,-3.19,G050N13,6,-1,1,incongruent,50,1,2.582033360518723
2,L,R,0,1.75,-0.3,2,6.832,4.02,NA,G050N13,6,1,-1,incongruent,50,0,0.5596157879354227
3,L,L,1,13.723,-1.5,2,5.04,1.51,2.33,G050N13,6,1,1,congruent,50,1,2.6190732572874964
4,L,L,1,13.567,-1.5,2,5.488,2.81,1.18,G050N13,6,1,1,congruent,50,1,2.6076403735031715
5,L,L,1,13.802,-1.5,2,5.572,2.32,3.16,G050N13,6,1,1,congruent,50,1,2.62481350919841
6,R,N,0,9.232,1.2,NA,9.324,-2.7,-2.47,G050N13,6,-1,0,neutral,50,1,2.2226757097657437
7,R,L,0,17.527,1.8,2,7.168,-2.26,-4.05,G050N13,6,-1,1,incongruent,50,1,2.863742549091039
8,L,L,1,17.34,-1.8,2,3.22,0.654,2.75,G050N13,6,1,1,congruent,50,1,2.853015971352396
9,R,R,0,15.621,1.8,2,5.152,-4.41,-4.43,G050N13,6,-1,-1,congruent,50,1,2.748616162848872
10,L,N,0,17.012,-1.8,NA,7.336,2.02,4.14,G050N13,6,1,0,neutral,50,0,2.833918977391387
11,R,L,1,21.887,2.4,2,5.796,-2.17,-10.1,G050N13,6,-1,1,incongruent,50,0,3.085892853261948
12,R,R,0,15.512,1.8,3,9.66,-0.977,-5.64,G050N13,6,-1,-1,congruent,50,1,2.741613917940351
13,R,L,0,7.411,0.9,1,5.656,-3.18,-0.767,G050N13,6,-1,1,incongruent,50,1,2.0029653829692218
14,R,L,1,8.099,0.9,2,7.98,-0.484,-0.529,G050N13,6,-1,1,incongruent,50,0,2.091740597266853
15,L,L,1,23.262,-2.4,2,4.9,1.25,5.72,G050N13,6,1,1,congruent,50,1,3.146821127916847
16,L,R,0,20.645,-2.1,1,6.3,1.72,3.86,G050N13,6,1,-1,incongruent,50,0,3.0274731593380535
17,R,R,0,16.84,1.8,2,1.987,-3.54,-6.11,G050N13,6,-1,-1,congruent,50,1,2.8237570088141806
18,L,R,0,18.41,-2.1,2,9.408,2.8,5.2,G050N13,6,1,-1,incongruent,50,0,2.9128939952449864
19,R,R,0,16.934,1.8,2,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,2.8293234352200853
20,R,R,0,10.966,1.2,2,8.036,-1.64,-1.77,G050N13,6,-1,-1,congruent,50,1,2.394799576981857
21,L,L,1,12.286,-1.5,2,5.124,2.67,2.74,G050N13,6,1,1,congruent,50,1,2.5084604027417354
22,R,R,0,17.231,1.8,3,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,2.8467100871609627
23,L,R,0,15.036,-1.5,2,2.548,6.4,3.93,G050N13,6,1,-1,incongruent,50,0,2.7104473257019315
24,R,N,0,12.708,1.5,NA,6.16,-1.85,-4.25,G050N13,6,-1,0,neutral,50,1,2.5422317164072696
25,L,R,1,19.707,-2.1,3,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,2.9809739025784454
26,L,N,1,11.435,-1.2,NA,6.664,1.62,2.34,G050N13,6,1,0,neutral,50,1,2.4366788274747444
27,L,R,1,20.019,-2.1,2,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,2.9966818225895793
28,R,R,0,17.918,1.8,2,NA,NA,NA,G050N13,6,-1,-1,congruent,50,1,2.8858057941753867
29,L,R,1,20.848,-2.1,1,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,3.037258020382489
30,R,L,0,25.145,2.7,3,8.848,-3.28,-14.9,G050N13,6,-1,1,incongruent,50,1,3.224659069623928
31,R,L,0,15.856,1.8,2,10.192,-7.35,-4.88,G050N13,6,-1,1,incongruent,50,1,2.763547977587632
32,R,L,1,13.238,1.5,2,NA,NA,NA,G050N13,6,-1,1,incongruent,50,0,2.583091481696731
33,L,R,0,17.683,-1.8,1,3.5,-0.644,5.43,G050N13,6,1,-1,incongruent,50,0,2.8726037260728403
34,L,L,1,12.286,-1.5,2,9.604,-0.111,-0.779,G050N13,6,1,1,congruent,50,1,2.5084604027417354
35,R,R,0,19.754,2.1,2,8.652,-1.85,-8.8,G050N13,6,-1,-1,congruent,50,1,2.9833560024859356
36,R,L,1,12.88,1.5,1,4.228,-1.06,-2.42,G050N13,6,-1,1,incongruent,50,0,2.5556757206762075
37,L,R,1,20.082,-2.1,2,6.86,8.14,8.86,G050N13,6,1,-1,incongruent,50,1,2.9998238914572446
38,L,N,1,5.623,-0.6,NA,4.648,6.26,-0.263,G050N13,6,1,0,neutral,50,1,1.7268653293100646
39,L,R,1,21.418,-2.4,2,NA,NA,NA,G050N13,6,1,-1,incongruent,50,1,3.0642316899786834
40,R,N,0,20.692,2.1,NA,8.26,-2.51,-4.56,G050N13,6,-1,0,neutral,50,1,3.0297471521412684
41,R,L,0,20.504,2.1,2,NA,NA,NA,G050N13,6,-1,1,incongruent,50,1,3.02061998906177
42,R,R,0,15.23,1.8,2,6.468,-1.95,-3.97,G050N13,6,-1,-1,congruent,50,1,2.7232671669070703
43,L,L,1,18.692,-2.1,1,4.396,0.782,3.47,G050N13,6,1,1,congruent,50,1,2.9280956248381798
44,L,L,1,20.176,-2.1,2,NA,NA,NA,G050N13,6,1,1,congruent,50,1,3.0044937792225634
45,R,N,0,13.739,1.5,NA,5.964,-1.34,-2.69,G050N13,6,-1,0,neutral,50,1,2.620238503941811
46,R,N,0,6.958,0.9,NA,5.124,-0.333,-2.01,G050N13,6,-1,0,neutral,50,1,1.9398920767297503
47,L,L,1,19.113,-2.1,2,NA,NA,NA,G050N13,6,1,1,congruent,50,1,2.950368731802461
48,L,N,1,7.505,-0.9,NA,8.764,1.84,0.239,G050N13,6,1,0,neutral,50,1,2.0155694650854254
49,L,N,1,15.731,-1.8,NA,5.488,4.35,3.48,G050N13,6,1,0,neutral,50,1,2.7556332878403675
0,R,R,0,16.278,1.8,2,7.168,-2.25,-2.77,G051N13,7,-1,-1,congruent,51,1,2.7898145029048496
1,R,L,0,21.496,2.4,2,4.128,-1.76,-6.58,G051N13,7,-1,1,incongruent,51,1,3.06786687131319
2,L,L,1,13.769,-1.5,2,4.896,-0.089,0.47,G051N13,7,1,1,congruent,51,1,2.6224196884622355
3,R,L,0,18.129,2.1,3,8.672,-4.09,-4.48,G051N13,7,-1,1,incongruent,51,1,2.8975128660475313
4,L,R,1,10.434,-1.2,3,7.072,0.248,-0.371,G051N13,7,1,-1,incongruent,51,1,2.345069704600201
5,L,R,0,9.887,-1.2,1,7.744,-0.275,-1.49,G051N13,7,1,-1,incongruent,51,0,2.291220762914996
6,L,L,1,9.638,-1.2,3,5.504,1.19,2.68,G051N13,7,1,1,congruent,51,1,2.265713618218141
7,L,L,1,21.59,-2.4,1,2.72,1.94,12.8,G051N13,7,1,1,congruent,51,1,3.072230244526716
8,L,R,0,8.801,-0.9,2,2.496,3.28,1.25,G051N13,7,1,-1,incongruent,51,0,2.174865351391675
9,L,R,1,21.277,-2.4,3,5.952,3.18,9.62,G051N13,7,1,-1,incongruent,51,1,3.057626677091581
10,L,L,1,10.981,-1.2,3,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.396166506615576
11,R,R,0,15.654,1.8,1,7.648,-2.57,-5.53,G051N13,7,-1,-1,congruent,51,1,2.7507264753826464
12,R,L,0,22.559,2.4,2,NA,NA,NA,G051N13,7,-1,1,incongruent,51,1,3.1161340994062865
13,R,N,0,17.293,1.8,NA,3.872,-3.25,-4.09,G051N13,7,-1,0,neutral,51,1,2.850301795343785
14,R,R,0,15.449,1.8,1,4.8,-2.48,-5.54,G051N13,7,-1,-1,congruent,51,1,2.7375442763299125
15,L,L,1,14.739,-1.5,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.690497041854621
16,R,R,0,17.824,1.8,1,NA,NA,NA,G051N13,7,-1,-1,congruent,51,1,2.8805458637448735
17,R,R,0,5.999,0.6,3,3.936,-3.33,-0.672,G051N13,7,-1,-1,congruent,51,1,1.791592788670956
18,R,N,0,4.842,0.6,NA,3.52,-3.09,-1.04,G051N13,7,-1,0,neutral,51,1,1.5773278585158668
19,L,R,0,14.49,-1.5,1,2.688,1.35,3.2,G051N13,7,1,-1,incongruent,51,0,2.673458756332591
20,R,L,1,17.559,1.8,2,5.952,-0.322,-3.99,G051N13,7,-1,1,incongruent,51,0,2.8655666389771937
21,R,L,0,17.184,1.8,2,NA,NA,NA,G051N13,7,-1,1,incongruent,51,1,2.843978718326454
22,L,R,0,6.411,-0.9,3,NA,NA,NA,G051N13,7,1,-1,incongruent,51,0,1.8580152650051203
23,R,R,0,10.45,1.2,2,4.256,-2.51,-1.62,G051N13,7,-1,-1,congruent,51,1,2.34660197841082
24,R,R,0,20.191,2.1,1,4.032,-3.59,-7.7,G051N13,7,-1,-1,congruent,51,1,3.005236960568237
25,L,N,1,15.262,-1.8,NA,2.592,2.31,4.32,G051N13,7,1,0,neutral,51,1,2.7253660788674416
26,R,L,0,20.066,2.1,2,NA,-1.27,-3.46,G051N13,7,-1,1,incongruent,51,1,2.999026840503421
27,L,L,1,5.904,-0.6,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,1.7756300872981714
28,L,R,0,17.356,-1.8,1,5.056,2.57,2.63,G051N13,7,1,-1,incongruent,51,0,2.8539382679361043
29,L,N,0,15.277,-1.8,NA,4.288,2.83,3.01,G051N13,7,1,0,neutral,51,0,2.726348429383586
30,L,R,1,12.958,-1.5,1,3.648,3.65,4.64,G051N13,7,1,-1,incongruent,51,1,2.5617133580277653
31,L,L,1,20.879,-2.1,1,NA,NA,NA,G051N13,7,1,1,congruent,51,1,3.0387438691472384
32,R,L,0,16.357,1.8,2,NA,-0.557,-2.01,G051N13,7,-1,1,incongruent,51,1,2.7946559402763884
33,L,R,0,17.512,-1.8,1,4.16,0.938,1.87,G051N13,7,1,-1,incongruent,51,0,2.862886360220562
34,R,L,0,15.762,1.8,1,6.4,-0.893,-4.92,G051N13,7,-1,1,incongruent,51,1,2.757601979931458
35,L,N,1,16.387,-1.8,NA,5.056,2.11,3.68,G051N13,7,1,0,neutral,51,1,2.796488337564087
36,R,R,0,13.396,1.5,3,6.24,-3.08,-3.49,G051N13,7,-1,-1,congruent,51,1,2.594956154931958
37,L,L,1,14.739,-1.5,2,NA,2.76,3.99,G051N13,7,1,1,congruent,51,1,2.690497041854621
38,R,N,0,16.683,1.8,NA,6.176,-2.56,-5.86,G051N13,7,-1,0,neutral,51,1,2.8143902368735367
39,R,N,0,1.86,0.3,NA,3.2,-2.4,-0.214,G051N13,7,-1,0,neutral,51,1,0.62057648772511
40,R,R,0,11.107,1.2,2,3.52,-4.26,-4.35,G051N13,7,-1,-1,congruent,51,1,2.407575540184983
41,R,R,0,14.411,1.5,1,2.24,-2.42,-4.85,G051N13,7,-1,-1,congruent,51,1,2.6679918038562245
42,L,R,1,13.661,-1.5,1,4.48,2.55,2.47,G051N13,7,1,-1,incongruent,51,1,2.61454505790535
43,L,N,1,8.536,-0.9,NA,3.04,2.94,2.1,G051N13,7,1,0,neutral,51,1,2.144292513999452
44,L,N,1,14.973,-1.5,NA,NA,NA,NA,G051N13,7,1,0,neutral,51,1,2.706248579155582
45,L,L,1,16.105,-1.8,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.779129782783162
46,L,L,1,14.894,-1.5,3,3.648,4.71,5.45,G051N13,7,1,1,congruent,51,1,2.700958447288454
47,R,L,0,22.026,2.4,1,5.952,-1.93,-6.83,G051N13,7,-1,1,incongruent,51,1,3.092223573742752
48,R,L,0,12.849,1.5,1,8.768,-1.19,-3.65,G051N13,7,-1,1,incongruent,51,1,2.5532659873013435
49,R,N,0,22.45,2.4,NA,8.448,-0.265,-8,G051N13,7,-1,0,neutral,51,1,3.1112906141882632
0,R,R,0,2.292,0.3,2,6.048,-3.11,NA,G051N13,7,-1,-1,congruent,51,1,0.8294247988524931
1,L,R,1,8.911,-0.9,1,5.096,1.62,0.914,G051N13,7,1,-1,incongruent,51,1,2.1872864686305826
2,L,R,1,10.903,-1.2,1,3.248,1.72,0.863,G051N13,7,1,-1,incongruent,51,1,2.3890379807242446
3,L,R,0,17.168,-1.8,2,4.396,1.35,3.7,G051N13,7,1,-1,incongruent,51,0,2.843047185888343
4,L,L,1,17.997,-1.8,3,4.312,0.996,4.42,G051N13,7,1,1,congruent,51,1,2.8902050773390657
5,L,L,1,12.474,-1.5,1,4.956,2.11,2.11,G051N13,7,1,1,congruent,51,1,2.523646478103931
6,R,N,0,14.13,1.5,NA,7.98,-2.02,-1.81,G051N13,7,-1,0,neutral,51,1,2.6483001966964363
7,L,L,1,17.652,-1.8,1,5.796,2.77,5.27,G051N13,7,1,1,congruent,51,1,2.870849091407301
8,L,N,1,19.457,-2.1,NA,6.104,2.78,8.31,G051N13,7,1,0,neutral,51,1,2.9682069024892392
9,L,N,1,30.191,-3.3,NA,1.708,4.78,8.3,G051N13,7,1,0,neutral,51,1,3.4075438667210194
10,R,R,0,13.958,1.5,1,7.868,-1.97,-1.31,G051N13,7,-1,-1,congruent,51,1,2.63605282059496
11,R,R,0,12.012,1.2,2,4.76,-0.887,-1.28,G051N13,7,-1,-1,congruent,51,1,2.485906150121084
12,R,L,0,22.137,2.4,2,5.236,-2.4,-9.25,G051N13,7,-1,1,incongruent,51,1,3.0972504167443393
13,R,N,0,19.785,2.1,NA,2.548,-2.41,-10.6,G051N13,7,-1,0,neutral,51,1,2.9849240748373878
14,L,L,1,15.293,-1.8,1,6.188,2.56,4.82,G051N13,7,1,1,congruent,51,1,2.727395207365986
15,L,R,1,24.193,-2.7,3,4.452,2.7,7.7,G051N13,7,1,-1,incongruent,51,1,3.1860633351216503
16,L,L,1,9.005,-0.9,1,2.52,2.74,1.14,G051N13,7,1,1,congruent,51,1,2.1977799786279193
17,L,R,1,16.121,-1.8,1,NA,NA,NA,G051N13,7,1,-1,incongruent,51,1,2.7801227698938615
18,R,L,0,11.872,1.2,2,NA,NA,NA,G051N13,7,-1,1,incongruent,51,1,2.4741826864250247
19,R,L,0,21.543,2.4,2,NA,NA,NA,G051N13,7,-1,1,incongruent,51,1,3.07005093779629
20,R,R,0,14.833,1.5,2,7.448,-1.73,-3.51,G051N13,7,-1,-1,congruent,51,1,2.6968544283414753
21,R,R,0,14.129,1.5,1,5.124,-0.68,-2.87,G051N13,7,-1,-1,congruent,51,1,2.648229422783671
22,L,L,1,13.474,-1.5,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.6007619025384683
23,L,R,1,15.872,-1.8,1,7.112,1.63,1.27,G051N13,7,1,-1,incongruent,51,1,2.764556550542517
24,L,L,1,11.122,-1.2,2,NA,NA,NA,G051N13,7,1,1,congruent,51,1,2.408925128765372
25,R,R,0,11.873,1.2,3,6.216,-0.98,-1.78,G051N13,7,-1,-1,congruent,51,1,2.474266914683655
26,L,R,0,5.014,-0.6,3,3.444,1.27,0.279,G051N13,7,1,-1,incongruent,51,0,1.6122339997361017
27,R,N,0,12.255,1.5,NA,9.1,-1.75,-3.2,G051N13,7,-1,0,neutral,51,1,2.505934016980076
28,R,L,0,14.896,1.5,1,8.232,-0.856,-2.12,G051N13,7,-1,1,incongruent,51,1,2.7010927205347115
29,R,R,0,17.84,1.8,2,6.608,-0.864,-5.71,G051N13,7,-1,-1,congruent,51,1,2.8814431271518632
